trial,roll,is_even,is_at_least_5
549,4,True,False
550,6,True,True
551,4,True,False
552,1,False,False
553,3,False,False
554,4,True,False
555,5,False,True
556,2,True,False
557,6,True,True
558,5,False,True
559,5,False,True
560,4,True,False
561,3,False,False
562,2,True,False
563,3,False,False
564,4,True,False
565,4,True,False
566,5,False,True
567,6,True,True
568,5,False,True
569,5,False,True
570,5,False,True
571,4,True,False
572,4,True,False
573,6,True,True
574,1,False,False
575,3,False,False
576,1,False,False
577,5,False,True
578,5,False,True
579,4,True,False
580,3,False,False
581,2,True,False
582,1,False,False
583,2,True,False
584,2,True,False
585,4,True,False
586,1,False,False
587,2,True,False
588,6,True,True
589,6,True,True
590,2,True,False
591,3,False,False
592,5,False,True
593,4,True,False
594,3,False,False
595,4,True,False
596,2,True,False
597,3,False,False
598,5,False,True
599,4,True,False
600,1,False,False
601,5,False,True
602,3,False,False
603,3,False,False
604,3,False,False
605,6,True,True
606,1,False,False
607,3,False,False
608,1,False,False
609,2,True,False
610,6,True,True
611,1,False,False
612,6,True,True
613,1,False,False
614,3,False,False
615,6,True,True
616,4,True,False
617,1,False,False
618,1,False,False
619,4,True,False
620,4,True,False
621,4,True,False
622,5,False,True
623,4,True,False
624,6,True,True
625,4,True,False
626,1,False,False
627,2,True,False
628,2,True,False
629,1,False,False
630,4,True,False
631,2,True,False
632,3,False,False
633,4,True,False
634,5,False,True
635,6,True,True
636,5,False,True
637,3,False,False
638,6,True,True
639,5,False,True
640,1,False,False
641,6,True,True
642,6,True,True
643,4,True,False
644,6,True,True
645,5,False,True
646,4,True,False
647,5,False,True
648,6,True,True
649,3,False,False
650,5,False,True
651,5,False,True
652,5,False,True
653,4,True,False
654,5,False,True
655,6,True,True
656,6,True,True
657,3,False,False
658,2,True,False
659,2,True,False
660,2,True,False
661,4,True,False
662,4,True,False
663,6,True,True
664,2,True,False
665,2,True,False
666,1,False,False
667,2,True,False
668,4,True,False
669,5,False,True
670,4,True,False
671,2,True,False
672,4,True,False
673,5,False,True
674,6,True,True
675,6,True,True
676,6,True,True
677,3,False,False
678,2,True,False
679,6,True,True
680,3,False,False
681,6,True,True
682,2,True,False
683,3,False,False
684,4,True,False
685,6,True,True
686,4,True,False
687,6,True,True
688,2,True,False
689,3,False,False
690,4,True,False
691,6,True,True
692,6,True,True
693,5,False,True
694,2,True,False
695,3,False,False
696,1,False,False
697,4,True,False
698,5,False,True
699,3,False,False
700,6,True,True
701,6,True,True
702,5,False,True
703,2,True,False
704,6,True,True
705,6,True,True
706,2,True,False
707,2,True,False
708,2,True,False
709,5,False,True
710,4,True,False
711,5,False,True
712,2,True,False
713,4,True,False
714,1,False,False
715,3,False,False
716,1,False,False
717,3,False,False
718,2,True,False
719,6,True,True
720,2,True,False
721,1,False,False
722,1,False,False
723,4,True,False
724,6,True,True
725,1,False,False
726,2,True,False
727,5,False,True
728,5,False,True
729,5,False,True
730,5,False,True
731,4,True,False
732,6,True,True
733,4,True,False
734,4,True,False
735,5,False,True
736,3,False,False
737,1,False,False
738,6,True,True
739,4,True,False
740,6,True,True
741,1,False,False
742,2,True,False
743,5,False,True
744,5,False,True
745,3,False,False
746,4,True,False
747,6,True,True
748,2,True,False
749,3,False,False
750,2,True,False
751,4,True,False
752,5,False,True
753,3,False,False
754,1,False,False
755,3,False,False
756,1,False,False
757,1,False,False
758,4,True,False
759,4,True,False
760,2,True,False
761,5,False,True
762,5,False,True
763,4,True,False
764,4,True,False
765,6,True,True
766,3,False,False
767,4,True,False
768,5,False,True
769,4,True,False
770,6,True,True
771,2,True,False
772,4,True,False
773,1,False,False
774,5,False,True
775,4,True,False
776,2,True,False
777,2,True,False
778,3,False,False
779,2,True,False
780,2,True,False
781,2,True,False
782,4,True,False
783,2,True,False
784,2,True,False
785,1,False,False
786,2,True,False
787,4,True,False
788,2,True,False
789,6,True,True
790,3,False,False
791,3,False,False
792,1,False,False
793,6,True,True
794,6,True,True
795,4,True,False
796,1,False,False
797,1,False,False
798,3,False,False
799,6,True,True
800,4,True,False
801,5,False,True
802,5,False,True
803,4,True,False
804,2,True,False
805,4,True,False
806,1,False,False
807,5,False,True
808,2,True,False
809,6,True,True
810,2,True,False
811,6,True,True
812,1,False,False
813,2,True,False
814,1,False,False
815,5,False,True
816,3,False,False
817,6,True,True
818,5,False,True
819,6,True,True
820,5,False,True
821,1,False,False
822,3,False,False
823,6,True,True
824,3,False,False
825,5,False,True
826,3,False,False
827,4,True,False
828,6,True,True
829,1,False,False
830,4,True,False
831,3,False,False
832,2,True,False
833,1,False,False
834,4,True,False
835,2,True,False
836,2,True,False
837,5,False,True
838,1,False,False
839,3,False,False
840,5,False,True
841,1,False,False
842,4,True,False
843,6,True,True
844,6,True,True
845,4,True,False
846,2,True,False
847,6,True,True
848,3,False,False
849,2,True,False
850,6,True,True
851,4,True,False
852,5,False,True
853,3,False,False
854,1,False,False
855,5,False,True
856,2,True,False
857,6,True,True
858,5,False,True
859,1,False,False
860,2,True,False
861,1,False,False
862,3,False,False
863,2,True,False
864,2,True,False
865,5,False,True
866,2,True,False
867,5,False,True
868,2,True,False
869,4,True,False
870,6,True,True
871,2,True,False
872,2,True,False
873,4,True,False
874,2,True,False
875,6,True,True
876,5,False,True
877,1,False,False
878,2,True,False
879,6,True,True
880,5,False,True
881,6,True,True
882,5,False,True
883,2,True,False
884,5,False,True
885,1,False,False
886,3,False,False
887,1,False,False
888,2,True,False
889,4,True,False
890,1,False,False
891,3,False,False
892,4,True,False
893,6,True,True
894,1,False,False
895,6,True,True
896,3,False,False
897,1,False,False
898,5,False,True
899,2,True,False
900,6,True,True
901,1,False,False
902,2,True,False
903,4,True,False
904,6,True,True
905,5,False,True
906,2,True,False
907,2,True,False
908,4,True,False
909,5,False,True
910,3,False,False
911,4,True,False
912,6,True,True
913,4,True,False
914,1,False,False
915,6,True,True
916,2,True,False
917,6,True,True
918,5,False,True
919,2,True,False
920,1,False,False
921,3,False,False
922,1,False,False
923,1,False,False
924,2,True,False
925,4,True,False
926,1,False,False
927,3,False,False
928,2,True,False
929,1,False,False
930,1,False,False
931,5,False,True
932,2,True,False
933,2,True,False
934,4,True,False
935,2,True,False
936,4,True,False
937,2,True,False
938,4,True,False
939,4,True,False
940,2,True,False
941,6,True,True
942,6,True,True
943,4,True,False
944,3,False,False
945,3,False,False
946,6,True,True
947,6,True,True
948,6,True,True
949,6,True,True
950,5,False,True
951,1,False,False
952,1,False,False
953,2,True,False
954,1,False,False
955,6,True,True
956,2,True,False
957,1,False,False
958,4,True,False
959,4,True,False
960,6,True,True
961,5,False,True
962,6,True,True
963,3,False,False
964,4,True,False
965,5,False,True
966,2,True,False
967,4,True,False
968,5,False,True
969,4,True,False
970,2,True,False
971,1,False,False
972,5,False,True
973,4,True,False
974,3,False,False
975,3,False,False
976,1,False,False
977,4,True,False
978,1,False,False
979,2,True,False
980,1,False,False
981,5,False,True
982,1,False,False
983,5,False,True
984,4,True,False
985,1,False,False
986,3,False,False
987,6,True,True
988,4,True,False
989,5,False,True
990,4,True,False
991,4,True,False
992,4,True,False
993,4,True,False
994,5,False,True
995,4,True,False
996,5,False,True
997,5,False,True
998,3,False,False
999,2,True,False
1000,1,False,False
